date,ontime,high,low,precip,snow
2018-07-27,0.9138127435839257,90.0,71.1,0,0
2018-07-30,0.8991870717005743,82.0,70.0,0,0
2018-07-31,0.9273265525912562,82.0,69.1,0,0
2018-08-01,0.9388425199053145,84.0,68.0,T,0
2018-08-02,0.8946920353129353,95.0,75.9,T,0
2018-08-03,0.9020039432459382,91.0,77.0,0.06,0
2018-08-06,0.8486935429393356,96.1,73.0,0,0
2018-08-07,0.8902789986749988,95.0,77.0,0,0
2018-08-08,0.9356204867707163,84.9,73.9,0.98,0
2018-08-09,0.9083057117852606,90.0,73.9,0.06,0
2018-08-10,0.9326798868094214,88.0,72.0,0,0
2018-08-13,0.9429370557761887,73.9,68.0,0.29,0
2018-08-14,0.9153216958769067,80.1,69.1,0.01,0
2018-08-15,0.9199739485663826,88.0,70.0,0,0
2018-08-16,0.902228482002146,91.0,75.0,0,0
2018-08-17,0.9312533652840587,80.1,70.0,0.2,0
2018-08-20,0.9033845660488944,73.9,66.9,0,0
2018-08-21,0.931580168131195,72.0,64.9,0,0
2018-08-22,0.9180804606137207,84.0,66.0,0.5,0
2018-08-23,0.9170077896526886,80.1,66.0,T,0
2018-08-24,0.9450815245623131,84.9,62.1,0,0
2018-08-27,0.9261402802345632,90.0,73.0,0,0
2018-08-28,0.9388350499542413,97.0,75.0,0,0
2018-08-29,0.8979764725556073,98.1,81.0,0,0
2018-08-30,0.9354641519472343,91.9,71.1,0,0
2018-08-31,0.9347929790016033,73.0,63.0,0,0
2018-09-03,0.5081181750316188,96.1,73.0,0,0
2018-09-04,0.9225088077014335,87.1,73.0,0,0
2018-09-05,0.9379003394543918,91.9,71.1,0,0
2018-09-06,0.9316919971226463,97.0,73.9,0.03,0
2018-09-07,0.9042727134883267,75.0,66.0,T,0
2018-09-10,0.954228358364454,68.0,62.1,0.76,0
2018-09-11,0.9308492630292964,75.0,64.9,0.53,0
2018-09-12,0.9389072998897242,70.0,66.0,0.26,0
2018-09-13,0.929250006660274,71.1,64.9,0.44,0
2018-09-14,0.9017170527599713,75.0,64.9,0,0
2018-09-17,0.8844681035597974,84.9,66.9,T,0
2018-09-18,0.904018200840925,77.0,69.1,1.15,0
2018-09-19,0.9317070274727453,71.1,62.1,T,0
2018-09-20,0.9285066164913687,66.0,60.1,T,0
