CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,28,28,0
CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,9,9,0
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,11,14,0
CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,24,24,0
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,31,34,0
CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,19,21,0
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,15,15,0
CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,25,26,0
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,14,14,0
CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,10,10,0
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,21,28,2
CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,14,16,2
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,9,9,0
CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,14,15,0
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,16,16,0
CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,35,35,0
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,12,14,1
CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,7,10,1
CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,21,22,1
CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,9,10,1
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,10,13,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,7,10,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,19,24,0
CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,14,20,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,18,19,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,20,30,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,9,10,0
CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,2017-09-01,PEAK,Headway / Schedule Adherence,11,15,0
701,CT1,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,130,420,
701,CT1,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,103,284,
747,CT2,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,135,288,
747,CT2,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,137,402,
708,CT3,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,111,235,
708,CT3,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,102,185,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,263,344,
1,1,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,762,1067,
4,4,,Limited Service,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,22,37,
4,4,,Limited Service,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,82,140,
5,5,,Limited Service,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,26,51,
7,7,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,247,345,
7,7,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,259,331,
8,8,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,98,204,
8,8,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,279,490,
9,9,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,286,371,
9,9,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,378,566,
10,10,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,218,401,
10,10,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,74,146,
11,11,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,252,450,
11,11,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,218,277,
14,14,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,60,124,
14,14,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,90,223,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,497,697,
15,15,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,193,301,
16,16,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,113,223,
16,16,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,271,494,
17,17,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,101,151,
17,17,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,149,302,
18,18,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,25,71,
18,18,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,23,59,
19,19,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,167,308,
19,19,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,109,305,
21,21,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,314,450,
21,21,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,180,227,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,202,276,
22,22,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,550,774,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,317,456,
23,23,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,591,865,
24,24,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,130,200,
24,24,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,68,89,
26,26,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,60,109,
26,26,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,122,228,
27,27,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,94,183,
27,27,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,38,85,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,362,531,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,842,1161,
29,29,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,158,388,
29,29,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,144,240,
30,30,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,85,107,
30,30,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,174,242,
31,31,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,611,805,
31,31,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,303,370,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,451,566,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,805,1042,
33,33,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,44,69,
33,33,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,82,116,
34,34,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,415,601,
34,34,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,237,327,
34E,34E,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,183,333,
34E,34E,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,440,721,
35,35,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,181,297,
35,35,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,105,149,
36,36,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,170,241,
36,36,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,320,460,
37,37,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,120,145,
37,37,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,159,203,
38,38,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,144,187,
38,38,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,81,112,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,492,631,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,1050,1363,
40,40,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,92,187,
40,40,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,58,92,
41,41,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,69,176,
41,41,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,168,364,
42,42,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,142,312,
42,42,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,61,102,
43,43,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,220,355,
43,43,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,81,138,
44,44,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,100,220,
44,44,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,263,570,
45,45,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,232,552,
45,45,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,129,223,
47,47,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,108,191,
47,47,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,199,430,
50,50,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,80,109,
50,50,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,101,151,
51,51,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,145,233,
51,51,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,87,116,
52,52,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,76,146,
52,52,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,81,174,
55,55,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,47,129,
55,55,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,45,79,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,196,292,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,608,880,
57A,57A,,Limited Service,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,13,22,
57A,57A,,Limited Service,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,100,169,
59,59,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,72,107,
59,59,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,147,199,
60,60,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,210,431,
60,60,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,94,165,
62,62,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,175,226,
62,62,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,132,169,
64,64,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,54,112,
64,64,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,95,207,
65,65,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,152,213,
65,65,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,110,242,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,533,770,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,284,416,
67,67,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,79,102,
67,67,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,40,58,
68,68,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,30,41,
68,68,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,61,73,
69,69,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,207,258,
69,69,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,104,117,
70,70,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,147,261,
70,70,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,383,591,
70A,70A,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,64,128,
70A,70A,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,91,182,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,753,911,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,302,366,
72,72,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,103,125,
72,72,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,254,285,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,791,991,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,567,648,
74,74,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,171,217,
74,74,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,52,69,
75,75,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,37,48,
75,75,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,75,95,
76,76,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,170,227,
76,76,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,87,135,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,282,359,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,916,1251,
78,78,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,117,165,
78,78,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,296,351,
79,79,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,154,188,
79,79,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,80,99,
80,80,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,276,429,
80,80,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,95,161,
83,83,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,73,110,
83,83,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,202,283,
84,84,,Limited Service,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,16,18,
84,84,,Limited Service,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,84,93,
85,85,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,40,42,
85,85,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,51,93,
86,86,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,253,495,
86,86,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,132,221,
87,87,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,67,199,
87,87,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,295,520,
88,88,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,412,521,
88,88,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,159,212,
89,89,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,105,204,
89,89,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,167,287,
90,90,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,26,58,
90,90,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,89,137,
91,91,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,103,242,
91,91,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,29,59,
92,92,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,76,128,
92,92,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,109,215,
93,93,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,160,324,
93,93,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,143,207,
94,94,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,97,138,
94,94,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,239,302,
95,95,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,131,212,
95,95,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,63,94,
96,96,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,237,403,
96,96,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,124,183,
97,97,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,41,90,
97,97,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,46,98,
99,99,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,175,241,
99,99,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,57,118,
100,100,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,79,122,
100,100,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,191,239,
101,101,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,154,237,
101,101,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,222,451,
104,104,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,157,293,
104,104,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,88,167,
105,105,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,51,107,
105,105,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,36,67,
106,106,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,134,194,
106,106,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,235,356,
108,108,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,169,276,
108,108,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,88,155,
109,109,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,107,178,
109,109,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,186,379,
110,110,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,288,413,
110,110,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,122,255,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,550,691,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,1336,1763,
112,112,,Local Bus,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,28,84,
112,112,,Local Bus,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,43,171,
114,114,,Limited Service,Other Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,32,64,
114,114,,Limited Service,Other Bus,Bus,2017-09-01,PEAK,Headway / Schedule Adherence,2,4,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2017-09-01,OFF_PEAK,Headway / Schedule Adherence,299,409,
